"country","iso3","year","ext_date","EW","onset_date","total_den","total_corrected_cases","total_applied_cases","d","rf","correction_applied","correction_excluded","correction_reason"
"Peru","PER",2025,"20260610",50,2025-12-08,37517,37069,37069,26,0.988053561489558,TRUE,FALSE,"applied_mean"
"Peru","PER",2026,"20260610",21,2026-05-18,25529,25302,25302,3,0.991098736668739,TRUE,FALSE,"applied_mean"
"Venezuela","VEN",2024,"20260610",50,2024-12-09,58689,NA,58689,78,NA,FALSE,TRUE,"no_lookup_match"
"Venezuela","VEN",2025,"20260610",50,2025-12-08,40756,NA,40756,26,NA,FALSE,TRUE,"no_lookup_match"
"Venezuela","VEN",2026,"20260610",20,2026-05-11,6545,NA,6545,4,NA,FALSE,TRUE,"no_lookup_match"
"Argentina","ARG",2024,"20260610",50,2024-12-09,581521,NA,581521,78,NA,FALSE,TRUE,"no_lookup_match"
"Argentina","ARG",2025,"20260610",50,2025-12-08,17646,21671,21671,26,1.22806894328789,TRUE,FALSE,"applied_mean"
"Argentina","ARG",2026,"20260610",21,2026-05-18,51,56,56,3,1.10151265982928,TRUE,FALSE,"applied_mean"
"Brazil","BRA",2024,"20260610",50,2024-12-09,10203604,NA,10203604,78,NA,FALSE,TRUE,"no_lookup_match"
"Brazil","BRA",2025,"20260610",50,2025-12-08,3773158,3743614,3743614,26,0.992169870434308,TRUE,FALSE,"applied_mean"
"Brazil","BRA",2026,"20260610",22,2026-05-25,926349,987104,987104,2,1.06558585944179,TRUE,FALSE,"applied_mean"
"Chile","CHL",2025,"20260610",50,2025-12-08,0,NA,0,26,NA,FALSE,TRUE,"no_lookup_match"
"Chile","CHL",2024,"20260610",50,2024-12-09,157,NA,157,78,NA,FALSE,TRUE,"no_lookup_match"
"Chile","CHL",2026,"20260610",19,2026-05-04,25,25,25,5,1.00229292929293,TRUE,FALSE,"applied_mean"
"Paraguay","PRY",2024,"20260610",50,2024-12-09,294147,NA,294147,78,NA,FALSE,TRUE,"no_lookup_match"
"Paraguay","PRY",2025,"20260610",50,2025-12-08,30260,30032,30032,26,0.992481148225691,TRUE,FALSE,"applied_mean"
"Paraguay","PRY",2026,"20260610",20,2026-05-11,8208,8066,8066,4,0.982649506719879,TRUE,FALSE,"applied_mean"
"Uruguay","URY",2025,"20260610",50,2025-12-08,7,7,7,26,1,TRUE,FALSE,"applied_mean"
"Uruguay","URY",2026,"20260610",17,2026-04-20,0,0,0,7,1.61117649105868,TRUE,FALSE,"applied_mean"
"Uruguay","URY",2024,"20260610",50,2024-12-09,1139,NA,1139,78,NA,FALSE,TRUE,"no_lookup_match"
"Cuba","CUB",2024,"20260610",31,2024-07-29,985,NA,985,97,NA,FALSE,TRUE,"no_lookup_match"
"Cuba","CUB",2025,"20260610",50,2025-12-08,28850,NA,28850,26,NA,FALSE,TRUE,"no_lookup_match"
"Dominican Republic","DOM",2026,"20260610",20,2026-05-11,493,493,493,4,1,TRUE,FALSE,"applied_mean"
"Dominican Republic","DOM",2024,"20260610",50,2024-12-09,10216,NA,10216,78,NA,FALSE,TRUE,"no_lookup_match"
"Dominican Republic","DOM",2025,"20260610",50,2025-12-08,1964,1964,1964,26,1,TRUE,FALSE,"applied_mean"
"Puerto Rico","PRI",2026,"20260610",16,2026-04-13,515,516,516,8,1.00229231632732,TRUE,FALSE,"applied_mean"
"Puerto Rico","PRI",2024,"20260610",50,2024-12-09,5762,NA,5762,78,NA,FALSE,TRUE,"no_lookup_match"
"Puerto Rico","PRI",2025,"20260610",50,2025-12-08,3299,3299,3299,26,0.999848484848485,TRUE,FALSE,"applied_mean"
"Anguilla","AIA",2024,"20260610",50,2024-12-09,5,NA,5,78,NA,FALSE,TRUE,"no_lookup_match"
"Anguilla","AIA",2025,"20260610",49,2025-12-01,3,3,3,27,1,TRUE,FALSE,"applied_mean"
"Anguilla","AIA",2026,"20260610",16,2026-04-13,0,NA,0,8,NA,FALSE,TRUE,"no_lookup_match"
"Antigua and Barbuda","ATG",2025,"20260610",44,2025-10-27,15,15,15,32,1,TRUE,FALSE,"applied_mean"
"Antigua and Barbuda","ATG",2026,"20260610",16,2026-04-13,4,NA,4,8,NA,FALSE,TRUE,"no_lookup_match"
"Antigua and Barbuda","ATG",2024,"20260610",48,2024-11-25,169,NA,169,80,NA,FALSE,TRUE,"no_lookup_match"
"Aruba","ABW",2024,"20260610",44,2024-10-28,88,NA,88,84,NA,FALSE,TRUE,"no_lookup_match"
"Aruba","ABW",2025,"20260610",44,2025-10-27,14,14,14,32,1,TRUE,FALSE,"applied_mean"
"Bahamas","BHS",2024,"20260610",8,2024-02-19,0,NA,0,120,NA,FALSE,TRUE,"no_lookup_match"
"Bahamas","BHS",2026,"20260610",16,2026-04-13,1,NA,1,8,NA,FALSE,TRUE,"no_lookup_match"
"Barbados","BRB",2025,"20260610",50,2025-12-08,177,154,154,26,0.871291983481193,TRUE,FALSE,"applied_mean"
"Barbados","BRB",2026,"20260610",19,2026-05-04,40,32,32,5,0.803066014929992,TRUE,FALSE,"applied_mean"
"Barbados","BRB",2024,"20260610",50,2024-12-09,1123,NA,1123,78,NA,FALSE,TRUE,"no_lookup_match"
"Bermuda","BMU",2024,"20260610",44,2024-10-28,1,NA,1,84,NA,FALSE,TRUE,"no_lookup_match"
"Bermuda","BMU",2025,"20260610",48,2025-11-24,1,NA,1,28,NA,FALSE,TRUE,"no_lookup_match"
"Bermuda","BMU",2026,"20260610",16,2026-04-13,1,NA,1,8,NA,FALSE,TRUE,"no_lookup_match"
"Bonaire, Saint Eustatius and Saba","BES",2024,"20260610",12,2024-03-18,207,NA,207,116,NA,FALSE,TRUE,"no_lookup_match"
"Cayman Islands","CYM",2024,"20260610",40,2024-09-30,8,NA,8,88,NA,FALSE,TRUE,"no_lookup_match"
"Cayman Islands","CYM",2025,"20260610",50,2025-12-08,0,0,0,26,1,TRUE,FALSE,"applied_mean"
"Cayman Islands","CYM",2026,"20260610",16,2026-04-13,0,0,0,8,1,TRUE,FALSE,"applied_mean"
"Curaçao","CUW",2024,"20260610",12,2024-03-18,262,NA,262,116,NA,FALSE,TRUE,"no_lookup_match"
"French Guiana","GUF",2024,"20260610",32,2024-08-05,16141,NA,16141,96,NA,FALSE,TRUE,"no_lookup_match"
"French Guiana","GUF",2025,"20260610",50,2025-12-08,309,309,309,26,1,TRUE,FALSE,"applied_mean"
"French Guiana","GUF",2026,"20260610",10,2026-03-02,4,4,4,14,1,TRUE,FALSE,"applied_mean"
"Grenada","GRD",2025,"20260610",50,2025-12-08,192,192,192,26,1,TRUE,FALSE,"applied_mean"
"Grenada","GRD",2026,"20260610",21,2026-05-18,75,75,75,3,1,TRUE,FALSE,"applied_mean"
"Grenada","GRD",2024,"20260610",50,2024-12-09,795,NA,795,78,NA,FALSE,TRUE,"no_lookup_match"
"Guadeloupe","GLP",2026,"20260610",20,2026-05-11,383,383,383,4,1,TRUE,FALSE,"applied_mean"
"Guadeloupe","GLP",2024,"20260610",50,2024-12-09,10585,NA,10585,78,NA,FALSE,TRUE,"no_lookup_match"
"Guadeloupe","GLP",2025,"20260610",50,2025-12-08,5014,5014,5014,26,1,TRUE,FALSE,"applied_mean"
"Guyana","GUY",2025,"20260610",50,2025-12-08,68225,70982,70982,26,1.04041620085206,TRUE,FALSE,"applied_mean"
"Guyana","GUY",2026,"20260610",11,2026-03-09,19602,21681,21681,13,1.1060384940896,TRUE,FALSE,"applied_mean"
"Guyana","GUY",2024,"20260610",50,2024-12-09,45304,NA,45304,78,NA,FALSE,TRUE,"no_lookup_match"
"Jamaica","JAM",2025,"20260610",50,2025-12-08,544,544,544,26,1,TRUE,FALSE,"applied_mean"
"Jamaica","JAM",2026,"20260610",19,2026-05-04,108,108,108,5,1,TRUE,FALSE,"applied_mean"
"Jamaica","JAM",2024,"20260610",50,2024-12-09,2034,NA,2034,78,NA,FALSE,TRUE,"no_lookup_match"
"Martinique","MTQ",2025,"20260610",50,2025-12-08,1210,1210,1210,26,1,TRUE,FALSE,"applied_mean"
"Martinique","MTQ",2024,"20260610",50,2024-12-09,7341,NA,7341,78,NA,FALSE,TRUE,"no_lookup_match"
"Martinique","MTQ",2026,"20260610",20,2026-05-11,1354,1354,1354,4,1,TRUE,FALSE,"applied_mean"
"Montserrat","MSR",2024,"20260610",48,2024-11-25,3,NA,3,80,NA,FALSE,TRUE,"no_lookup_match"
"Montserrat","MSR",2025,"20260610",48,2025-11-24,3,3,3,28,1,TRUE,FALSE,"applied_mean"
"Montserrat","MSR",2026,"20260610",16,2026-04-13,0,0,0,8,1,TRUE,FALSE,"applied_mean"
"Saint Barthelemy","BLM",2025,"20260610",50,2025-12-08,20,20,20,26,1,TRUE,FALSE,"applied_mean"
"Saint Barthelemy","BLM",2026,"20260610",20,2026-05-11,0,0,0,4,1,TRUE,FALSE,"applied_mean"
"Saint Barthelemy","BLM",2024,"20260610",50,2024-12-09,163,NA,163,78,NA,FALSE,TRUE,"no_lookup_match"
"Saint Kitts and Nevis","KNA",2024,"20260610",50,2024-12-09,249,NA,249,78,NA,FALSE,TRUE,"no_lookup_match"
"Saint Kitts and Nevis","KNA",2025,"20260610",50,2025-12-08,9,9,9,26,1.0137990750553,TRUE,FALSE,"applied_mean"
"Saint Kitts and Nevis","KNA",2026,"20260610",13,2026-03-23,13,13,13,11,0.998242535628139,TRUE,FALSE,"applied_mean"
"Saint Lucia","LCA",2025,"20260610",50,2025-12-08,47,47,47,26,1,TRUE,FALSE,"applied_mean"
"Saint Lucia","LCA",2026,"20260610",21,2026-05-18,4,4,4,3,1,TRUE,FALSE,"applied_mean"
"Saint Lucia","LCA",2024,"20260610",46,2024-11-11,409,NA,409,82,NA,FALSE,TRUE,"no_lookup_match"
"Saint Martin",NA,2025,"20260610",50,2025-12-08,214,NA,214,26,NA,FALSE,TRUE,"no_lookup_match"
"Saint Martin",NA,2026,"20260610",20,2026-05-11,7,NA,7,4,NA,FALSE,TRUE,"no_lookup_match"
"Saint Martin",NA,2024,"20260610",50,2024-12-09,624,NA,624,78,NA,FALSE,TRUE,"no_lookup_match"
"Saint Vincent and the Grenadines","VCT",2025,"20260610",50,2025-12-08,8,8,8,26,1,TRUE,FALSE,"applied_mean"
"Saint Vincent and the Grenadines","VCT",2026,"20260610",23,2026-06-01,3,NA,3,1,NA,FALSE,TRUE,"no_lookup_match"
"Saint Vincent and the Grenadines","VCT",2024,"20260610",44,2024-10-28,967,NA,967,84,NA,FALSE,TRUE,"no_lookup_match"
"Sint Maarten","SXM",2024,"20260610",40,2024-09-30,144,NA,144,88,NA,FALSE,TRUE,"no_lookup_match"
"Sint Maarten","SXM",2025,"20260610",28,2025-07-07,8,NA,8,48,NA,FALSE,TRUE,"no_lookup_match"
"Suriname","SUR",2025,"20260610",50,2025-12-08,1313,1313,1313,26,1,TRUE,FALSE,"applied_mean"
"Suriname","SUR",2024,"20260610",20,2024-05-13,95,NA,95,108,NA,FALSE,TRUE,"no_lookup_match"
"Suriname","SUR",2026,"20260610",19,2026-05-04,418,NA,418,5,NA,FALSE,TRUE,"no_lookup_match"
"Trinidad and Tobago","TTO",2025,"20260610",50,2025-12-08,73,73,73,26,1,TRUE,FALSE,"applied_mean"
"Trinidad and Tobago","TTO",2026,"20260610",16,2026-04-13,43,43,43,8,1,TRUE,FALSE,"applied_mean"
"Trinidad and Tobago","TTO",2024,"20260610",48,2024-11-25,2004,NA,2004,80,NA,FALSE,TRUE,"no_lookup_match"
"Turks and Caicos Islands","TCA",2025,"20260610",48,2025-11-24,1,1,1,28,1,TRUE,FALSE,"applied_mean"
"Turks and Caicos Islands","TCA",2026,"20260610",12,2026-03-16,8,8,8,12,1,TRUE,FALSE,"applied_mean"
"Turks and Caicos Islands","TCA",2024,"20260610",50,2024-12-09,117,NA,117,78,NA,FALSE,TRUE,"no_lookup_match"
"Virgin Islands (UK)","VGB",2024,"20260610",48,2024-11-25,139,NA,139,80,NA,FALSE,TRUE,"no_lookup_match"
"Virgin Islands (UK)","VGB",2025,"20260610",48,2025-11-24,46,NA,46,28,NA,FALSE,TRUE,"no_lookup_match"
"Virgin Islands (UK)","VGB",2026,"20260610",16,2026-04-13,11,NA,11,8,NA,FALSE,TRUE,"no_lookup_match"
"Virgin Islands (US)","VIR",2024,"20260610",50,2024-12-09,185,NA,185,78,NA,FALSE,TRUE,"no_lookup_match"
"Virgin Islands (US)","VIR",2025,"20260610",50,2025-12-08,47,NA,47,26,NA,FALSE,TRUE,"no_lookup_match"
"Virgin Islands (US)","VIR",2026,"20260610",21,2026-05-18,0,NA,0,3,NA,FALSE,TRUE,"no_lookup_match"
"Canada","CAN",2024,"20260610",51,2024-12-16,0,NA,0,77,NA,FALSE,TRUE,"no_lookup_match"
"Canada","CAN",2025,"20260610",51,2025-12-15,0,NA,0,25,NA,FALSE,TRUE,"no_lookup_match"
"Canada","CAN",2026,"20260610",21,2026-05-18,0,NA,0,3,NA,FALSE,TRUE,"no_lookup_match"
"United States of America","USA",2024,"20260610",51,2024-12-16,3062,NA,3062,77,NA,FALSE,TRUE,"no_lookup_match"
"United States of America","USA",2025,"20260610",51,2025-12-15,1140,NA,1140,25,NA,FALSE,TRUE,"no_lookup_match"
"United States of America","USA",2026,"20260610",21,2026-05-18,120,NA,120,3,NA,FALSE,TRUE,"no_lookup_match"
"Belize","BLZ",2024,"20260610",48,2024-11-25,1148,NA,1148,80,NA,FALSE,TRUE,"country_excluded"
"Belize","BLZ",2025,"20260610",51,2025-12-15,2726,NA,2726,25,NA,FALSE,TRUE,"country_excluded"
"Belize","BLZ",2026,"20260610",15,2026-04-06,317,NA,317,9,NA,FALSE,TRUE,"country_excluded"
"Costa Rica","CRI",2024,"20260610",51,2024-12-16,31134,NA,31134,77,NA,FALSE,TRUE,"no_lookup_match"
"Costa Rica","CRI",2025,"20260610",51,2025-12-15,5909,5963,5963,25,1.00918186463303,TRUE,FALSE,"applied_mean"
"Costa Rica","CRI",2026,"20260610",20,2026-05-11,1084,1009,1009,4,0.9304289202201,TRUE,FALSE,"applied_mean"
"El Salvador","SLV",2024,"20260610",51,2024-12-16,8460,NA,8460,77,NA,FALSE,TRUE,"no_lookup_match"
"El Salvador","SLV",2025,"20260610",51,2025-12-15,5794,5794,5794,25,1,TRUE,FALSE,"applied_mean"
"El Salvador","SLV",2026,"20260610",20,2026-05-11,2034,2034,2034,4,1,TRUE,FALSE,"applied_mean"
"Guatemala","GTM",2025,"20260610",51,2025-12-15,47641,65275,65275,25,1.37014923187033,TRUE,FALSE,"applied_mean"
"Guatemala","GTM",2026,"20260610",15,2026-04-06,4817,6389,6389,9,1.32625219977,TRUE,FALSE,"applied_mean"
"Guatemala","GTM",2024,"20260610",51,2024-12-16,188050,NA,188050,77,NA,FALSE,TRUE,"no_lookup_match"
"Honduras","HND",2024,"20260610",51,2024-12-16,176914,NA,176914,77,NA,FALSE,TRUE,"no_lookup_match"
"Honduras","HND",2025,"20260610",51,2025-12-15,17002,17002,17002,25,1,TRUE,FALSE,"applied_mean"
"Honduras","HND",2026,"20260610",20,2026-05-11,3627,3626,3626,4,0.999827837784925,TRUE,FALSE,"applied_mean"
"Mexico","MEX",2024,"20260610",51,2024-12-16,555742,NA,555742,77,NA,FALSE,TRUE,"no_lookup_match"
"Mexico","MEX",2025,"20260610",51,2025-12-15,143882,143705,143705,25,0.99876669095489,TRUE,FALSE,"applied_mean"
"Mexico","MEX",2026,"20260610",21,2026-05-18,23718,24706,24706,3,1.04166735662365,TRUE,FALSE,"applied_mean"
"Nicaragua","NIC",2025,"20260610",4,2025-01-20,5702,NA,5702,72,NA,FALSE,TRUE,"no_lookup_match"
"Nicaragua","NIC",2024,"20260610",51,2024-12-16,90707,NA,90707,77,NA,FALSE,TRUE,"no_lookup_match"
"Panama","PAN",2026,"20260610",18,2026-04-27,3331,3217,3217,6,0.965640835238257,TRUE,FALSE,"applied_mean"
"Panama","PAN",2024,"20260610",51,2024-12-16,36800,NA,36800,77,NA,FALSE,TRUE,"no_lookup_match"
"Panama","PAN",2025,"20260610",51,2025-12-15,19282,18318,18318,25,0.94998255429646,TRUE,FALSE,"applied_mean"
"Bolivia","BOL",2025,"20260610",51,2025-12-15,36352,41038,41038,25,1.12890865693561,TRUE,FALSE,"applied_mean"
"Bolivia","BOL",2026,"20260610",19,2026-05-04,49152,57080,57080,5,1.1612945689833,TRUE,FALSE,"applied_mean"
"Bolivia","BOL",2024,"20260610",51,2024-12-16,57883,NA,57883,77,NA,FALSE,TRUE,"no_lookup_match"
"Colombia","COL",2026,"20260610",21,2026-05-18,46002,46002,46002,3,1,TRUE,FALSE,"applied_mean"
"Colombia","COL",2024,"20260610",51,2024-12-16,317605,NA,317605,77,NA,FALSE,TRUE,"no_lookup_match"
"Colombia","COL",2025,"20260610",51,2025-12-15,122634,122634,122634,25,1,TRUE,FALSE,"applied_mean"
"Ecuador","ECU",2024,"20260610",51,2024-12-16,60679,NA,60679,77,NA,FALSE,TRUE,"no_lookup_match"
"Ecuador","ECU",2025,"20260610",51,2025-12-15,37388,37444,37444,25,1.00150808210746,TRUE,FALSE,"applied_mean"
"Ecuador","ECU",2026,"20260610",21,2026-05-18,15417,15427,15427,3,1.00063039613601,TRUE,FALSE,"applied_mean"
"Peru","PER",2024,"20260610",51,2024-12-16,270591,NA,270591,77,NA,FALSE,TRUE,"no_lookup_match"
"Peru","PER",2025,"20260610",51,2025-12-15,38172,38537,38537,25,1.00956206793654,TRUE,FALSE,"applied_mean"
"Peru","PER",2026,"20260610",21,2026-05-18,25529,25302,25302,3,0.991098736668739,TRUE,FALSE,"applied_mean"
"Venezuela","VEN",2024,"20260610",51,2024-12-16,59508,NA,59508,77,NA,FALSE,TRUE,"no_lookup_match"
"Venezuela","VEN",2025,"20260610",51,2025-12-15,41098,NA,41098,25,NA,FALSE,TRUE,"no_lookup_match"
"Venezuela","VEN",2026,"20260610",20,2026-05-11,6545,NA,6545,4,NA,FALSE,TRUE,"no_lookup_match"
"Argentina","ARG",2024,"20260610",51,2024-12-16,581542,NA,581542,77,NA,FALSE,TRUE,"no_lookup_match"
"Argentina","ARG",2025,"20260610",51,2025-12-15,17647,23512,23512,25,1.3323773655213,TRUE,FALSE,"applied_mean"
"Argentina","ARG",2026,"20260610",21,2026-05-18,51,56,56,3,1.10151265982928,TRUE,FALSE,"applied_mean"
"Brazil","BRA",2024,"20260610",51,2024-12-16,10242781,NA,10242781,77,NA,FALSE,TRUE,"no_lookup_match"
"Brazil","BRA",2025,"20260610",51,2025-12-15,3797790,3768170,3768170,25,0.992200679817713,TRUE,FALSE,"applied_mean"
"Brazil","BRA",2026,"20260610",22,2026-05-25,926349,987104,987104,2,1.06558585944179,TRUE,FALSE,"applied_mean"
"Chile","CHL",2025,"20260610",51,2025-12-15,0,NA,0,25,NA,FALSE,TRUE,"no_lookup_match"
"Chile","CHL",2024,"20260610",51,2024-12-16,157,NA,157,77,NA,FALSE,TRUE,"no_lookup_match"
"Chile","CHL",2026,"20260610",19,2026-05-04,25,25,25,5,1.00229292929293,TRUE,FALSE,"applied_mean"
"Paraguay","PRY",2024,"20260610",51,2024-12-16,295024,NA,295024,77,NA,FALSE,TRUE,"no_lookup_match"
"Paraguay","PRY",2025,"20260610",51,2025-12-15,30728,30403,30403,25,0.989427256389076,TRUE,FALSE,"applied_mean"
"Paraguay","PRY",2026,"20260610",20,2026-05-11,8208,8066,8066,4,0.982649506719879,TRUE,FALSE,"applied_mean"
"Uruguay","URY",2025,"20260610",51,2025-12-15,7,NA,7,25,NA,FALSE,TRUE,"insufficient_n_rf"
"Uruguay","URY",2026,"20260610",17,2026-04-20,0,0,0,7,1.61117649105868,TRUE,FALSE,"applied_mean"
"Uruguay","URY",2024,"20260610",51,2024-12-16,1139,NA,1139,77,NA,FALSE,TRUE,"no_lookup_match"
"Cuba","CUB",2024,"20260610",31,2024-07-29,985,NA,985,97,NA,FALSE,TRUE,"no_lookup_match"
"Cuba","CUB",2025,"20260610",50,2025-12-08,28850,NA,28850,26,NA,FALSE,TRUE,"no_lookup_match"
"Dominican Republic","DOM",2026,"20260610",20,2026-05-11,493,493,493,4,1,TRUE,FALSE,"applied_mean"
"Dominican Republic","DOM",2024,"20260610",51,2024-12-16,10251,NA,10251,77,NA,FALSE,TRUE,"no_lookup_match"
"Dominican Republic","DOM",2025,"20260610",51,2025-12-15,1999,1998,1998,25,0.999661933739013,TRUE,FALSE,"applied_mean"
"Puerto Rico","PRI",2026,"20260610",16,2026-04-13,515,516,516,8,1.00229231632732,TRUE,FALSE,"applied_mean"
"Puerto Rico","PRI",2024,"20260610",51,2024-12-16,5919,NA,5919,77,NA,FALSE,TRUE,"no_lookup_match"
"Puerto Rico","PRI",2025,"20260610",51,2025-12-15,3319,3318,3318,25,0.999593370972299,TRUE,FALSE,"applied_mean"
"Anguilla","AIA",2024,"20260610",51,2024-12-16,5,NA,5,77,NA,FALSE,TRUE,"no_lookup_match"
"Anguilla","AIA",2025,"20260610",49,2025-12-01,3,3,3,27,1,TRUE,FALSE,"applied_mean"
"Anguilla","AIA",2026,"20260610",16,2026-04-13,0,NA,0,8,NA,FALSE,TRUE,"no_lookup_match"
"Antigua and Barbuda","ATG",2025,"20260610",44,2025-10-27,15,15,15,32,1,TRUE,FALSE,"applied_mean"
"Antigua and Barbuda","ATG",2026,"20260610",16,2026-04-13,4,NA,4,8,NA,FALSE,TRUE,"no_lookup_match"
